sim,method,1,2,3
200,OT-ICA,0.14209341537344525,0.24223300641059992,0.6156735782159548
200,FastICA,0.1395175861620339,0.24250979197389572,0.6179726218640703
200,Chol-min,0.013354677005545356,0.08571475514728619,0.07690288664207719
200,Chol-max,0.4438254511881749,0.6214213287939915,0.814997632196403
201,OT-ICA,0.11497665393145201,0.3020621782875256,0.5829611677810225
201,FastICA,0.10659484353438455,0.3061915493675591,0.5872136070980564
201,Chol-min,0.003907226988847721,0.10783234017375602,0.07292899706213403
201,Chol-max,0.375126187163944,0.6845091454337867,0.8137857079713737
202,OT-ICA,0.09662027563158429,0.25510149827771217,0.6482782260907035
202,FastICA,0.10264013962393993,0.24208137974817315,0.655278480627887
202,Chol-min,0.004473258691032464,0.07987373047807009,0.10055156405758307
202,Chol-max,0.39663434658567204,0.6310591334545028,0.8546185481899332
203,OT-ICA,0.13417350197884728,0.23419013457698246,0.6316363634441702
203,FastICA,0.13038872050114125,0.22565524154317407,0.6439560379556847
203,Chol-min,0.008893491469169837,0.06671925271817494,0.10688987503460703
203,Chol-max,0.4179299350195527,0.5863865094759982,0.8636131974821668
204,OT-ICA,0.11846922723884352,0.27021767311921846,0.611313099641938
204,FastICA,0.12328523189340942,0.2606069317531312,0.6161078363534593
204,Chol-min,0.02105715371324256,0.06557210830368204,0.08364922763719808
204,Chol-max,0.4706336710625447,0.5877910827822072,0.8280154503266427
205,OT-ICA,0.13108353021611138,0.22915323056572331,0.6397632392181654
205,FastICA,0.1260242741831422,0.2298585174699297,0.6441172083469281
205,Chol-min,0.019128701287547362,0.05289527417454388,0.09619583981196492
205,Chol-max,0.4642003396365392,0.5775067784422379,0.8534537200661615
206,OT-ICA,0.1434550962537787,0.29391335311604083,0.5626315506301804
206,FastICA,0.13004849550626785,0.31612571115846405,0.553825793335268
206,Chol-min,0.01735471250970037,0.0856200536887645,0.06205310186796263
206,Chol-max,0.43382748271491006,0.6281818675524142,0.8049419882616946
207,OT-ICA,0.11180425966942942,0.22122067186996733,0.6669750684606033
207,FastICA,0.10994422205844394,0.22488238341594,0.6651733945256161
207,Chol-min,0.015839795195075893,0.046533885403598034,0.10595332941891546
207,Chol-max,0.4577568579306536,0.5635928578844684,0.872887984934796
208,OT-ICA,0.11177486872855825,0.29187801342446534,0.5963471178469764
208,FastICA,0.10454678390696617,0.27098672880306934,0.6244664872899645
208,Chol-min,0.00953874245635675,0.07767387475924084,0.08288380951374319
208,Chol-max,0.4247135183219292,0.6234860677730909,0.8380627190117924
209,OT-ICA,0.1182897956110993,0.2598640583932422,0.6218461459956585
209,FastICA,0.11706773083128594,0.26524105833906214,0.617691210829652
209,Chol-min,0.008952521963419068,0.08500902435450355,0.09030913560218201
209,Chol-max,0.4162436983339423,0.62955734612555,0.8317656058321813
210,OT-ICA,0.11355784440809233,0.20650282125688493,0.6799393343350226
210,FastICA,0.11556498970101017,0.2121170661871995,0.6723179441117902
210,Chol-min,0.011586925988481404,0.05159605873144074,0.11959927620085287
210,Chol-max,0.43404307281311566,0.5693220717393478,0.878407199442526
211,OT-ICA,0.10024949395591723,0.2100185393776084,0.6897319666664744
211,FastICA,0.09174186406741569,0.20471738208659107,0.7035407538459932
211,Chol-min,0.008984410065795893,0.06095297666098849,0.11300609470727972
211,Chol-max,0.41190005189593665,0.5944795742488856,0.8710276419416904
212,OT-ICA,0.13532899289583333,0.27112953891996383,0.5935414681842028
212,FastICA,0.13800443044073823,0.2801129056997328,0.5818826638595289
212,Chol-min,0.011968103933348037,0.0999901710101381,0.05720254522021566
212,Chol-max,0.4209016118933797,0.670942251555235,0.7910478346779435
213,OT-ICA,0.1378824476794361,0.2606838013488492,0.6014337509717147
213,FastICA,0.1355086502084538,0.2543169038722042,0.610174445919342
213,Chol-min,0.017445925256605578,0.07507180385124829,0.0832465629139132
213,Chol-max,0.4312779344102722,0.6299029337496671,0.8222443215624342
214,OT-ICA,0.07027544166053322,0.306714704287557,0.6230098540519098
214,FastICA,0.07257756201410971,0.28812449144282143,0.6392979465430689
214,Chol-min,0.0045983928433952865,0.09394399170520006,0.08976331339969719
214,Chol-max,0.37525852105789165,0.6616181665125244,0.8347103343571602
215,OT-ICA,0.13058199783381236,0.22117132560820071,0.6482466765579868
215,FastICA,0.13745255668487244,0.20948449045409487,0.6530629528610327
215,Chol-min,0.012748386638224921,0.05377013527871053,0.11429887646691861
215,Chol-max,0.4287107835129171,0.5714778689944704,0.8733075026416418
216,OT-ICA,0.12539642544817498,0.28699469135421235,0.5876088831976127
216,FastICA,0.13619070174073977,0.26792354741669644,0.5958857508425639
216,Chol-min,0.018456750116132497,0.06775395193479244,0.08317226859717511
216,Chol-max,0.4437470639656941,0.628796727955613,0.8274215546602419
217,OT-ICA,0.12435380052434689,0.30877463147075884,0.5668715680048944
217,FastICA,0.11501937418827733,0.30711218015467384,0.5778684456570489
217,Chol-min,0.005770792160114037,0.11547179078170303,0.07040624864413036
217,Chol-max,0.37130427343348943,0.6966350731903661,0.7969594163312806
218,OT-ICA,0.1143897439725787,0.2727682151809158,0.6128420408465055
218,FastICA,0.10273292377853115,0.27517633585000706,0.6220907403714617
218,Chol-min,0.007827202431871759,0.08079129425734137,0.09186249955340955
218,Chol-max,0.40693675814031915,0.6181930563750055,0.843727339105618
219,OT-ICA,0.08530754400720703,0.2363290551458402,0.6783634008469527
219,FastICA,0.08488210371450773,0.24050512308677507,0.6746127731987172
219,Chol-min,0.008897372199958087,0.05309808394522871,0.1336152192628674
219,Chol-max,0.41955036366804,0.5872437721278988,0.8825568761138686
220,OT-ICA,0.08562767767710938,0.24600121549657597,0.6683711068263146
220,FastICA,0.0885686049831606,0.25804720441803636,0.653384190598803
220,Chol-min,0.006885648294939445,0.0793516645991819,0.10420041413277477
220,Chol-max,0.39934838051023264,0.6162328547831764,0.8508225221150454
221,OT-ICA,0.12894575626784735,0.23682515751916308,0.6342290862129896
221,FastICA,0.1208095401111261,0.23227319478450295,0.646917265104371
221,Chol-min,0.007373197189909662,0.07950395753145048,0.10124884041054666
221,Chol-max,0.40465505561484266,0.6230451537368257,0.8470189051897614
222,OT-ICA,0.11860191811831097,0.20506236309545792,0.6763357187862311
222,FastICA,0.12250368934385786,0.21149712673458887,0.6659991839215533
222,Chol-min,0.012365415201460839,0.05650377321745894,0.10874082626271893
222,Chol-max,0.4396227514599929,0.5976173651861847,0.8639527682539775
223,OT-ICA,0.14154450093031862,0.2150037470423174,0.6434517520273639
223,FastICA,0.1397337350375883,0.24473136132734083,0.6155349036350709
223,Chol-min,0.0064090919513013055,0.08475382432847857,0.08009298213167217
223,Chol-max,0.3957507181935775,0.6293187216472244,0.8410475355421563
224,OT-ICA,0.1555836695304796,0.18479222180421634,0.6596241086653041
224,FastICA,0.1468504825582621,0.1832309556469023,0.6699185617948356
224,Chol-min,0.014933939609923808,0.050806869055160915,0.10953725248965446
224,Chol-max,0.45510907311024673,0.5728639007196019,0.8679659125938614
225,OT-ICA,0.1131230936920326,0.32531160417310195,0.5615653021348654
225,FastICA,0.11014065072141126,0.3277002665805603,0.5621590826980284
225,Chol-min,0.006273293786341573,0.10784693572475955,0.06599972845268677
225,Chol-max,0.3948615990700309,0.6799238313458116,0.8018375896069252
226,OT-ICA,0.11446733530991293,0.2615167447203494,0.6240159199697376
226,FastICA,0.12311268376007002,0.2581870054433771,0.618700310796553
226,Chol-min,0.01220313882688241,0.06412001601011569,0.1014163068302129
226,Chol-max,0.4428988980751078,0.5849984883919946,0.8551096993573069
227,OT-ICA,0.1412703127292092,0.19754765795965626,0.6611820293111346
227,FastICA,0.1425006611650575,0.19663445119171746,0.660864887643225
227,Chol-min,0.014230315710286311,0.060255760566411735,0.1066233734336871
227,Chol-max,0.44795794128708877,0.5857450912277505,0.8554200958213866
228,OT-ICA,0.12517185264473416,0.22175852535397,0.6530696220012958
228,FastICA,0.11602715996716742,0.2303528976618821,0.6536199423709504
228,Chol-min,0.015103795826399017,0.06478004126726634,0.09399544252068251
228,Chol-max,0.452505982825626,0.591239604355171,0.844634387364845
229,OT-ICA,0.14377451204103986,0.18687794025349813,0.669347547705462
229,FastICA,0.1390255486537699,0.19896304332294276,0.6620114080232874
229,Chol-min,0.015605911406850085,0.045490195760641686,0.13082379858040205
229,Chol-max,0.4624519023443243,0.5546237845323927,0.8770408158688942
230,OT-ICA,0.08554545339565907,0.15142709487992886,0.763027451724412
230,FastICA,0.09263481213929972,0.1466770968716112,0.7606880909890891
230,Chol-min,0.011314124856400404,0.04582776541904565,0.12845940769480027
230,Chol-max,0.44840288300520426,0.5265421895378106,0.8913168620902636
231,OT-ICA,0.10524320784120651,0.21341228401536233,0.6813445081434311
231,FastICA,0.11930960499473602,0.20994803833699247,0.6707423566682715
231,Chol-min,0.014124488011662705,0.053152231920796954,0.11993982220795403
231,Chol-max,0.4292947349774571,0.5748327808644512,0.8711796458127018
232,OT-ICA,0.10201054316583671,0.21253196945756536,0.6854574873765978
232,FastICA,0.09622396555549301,0.21934535403126929,0.6844306804132376
232,Chol-min,0.004008246216372424,0.06412023453798021,0.12867567184278123
232,Chol-max,0.405010914861294,0.5896136652138657,0.8825807726950913
233,OT-ICA,0.09874084103876316,0.18093397212960471,0.7203251868316322
233,FastICA,0.0996183200333912,0.1792973044912663,0.7210843754753425
233,Chol-min,0.010493007947784813,0.05623964678262459,0.11538987760607787
233,Chol-max,0.4376908545230536,0.58822398814958,0.8707092472135876
234,OT-ICA,0.09887415207539865,0.3169318052929335,0.5841940426316677
234,FastICA,0.09830365423879003,0.3137258785584425,0.5879704672027676
234,Chol-min,0.006897504417291373,0.09911391794457985,0.07630989202636762
234,Chol-max,0.40194194138128125,0.6434504776674373,0.8180739162544477
235,OT-ICA,0.12369376303678448,0.227156324850777,0.6491499121124386
235,FastICA,0.12306603463129556,0.238481806862505,0.6384521585061995
235,Chol-min,0.01101922680772216,0.06895412618635756,0.09757879596355908
235,Chol-max,0.43465268120489614,0.5906203145163578,0.8515435870939555
236,OT-ICA,0.12570437380208316,0.21687147726441197,0.6574241489335049
236,FastICA,0.13642763109376413,0.22326584152380297,0.6403065273824329
236,Chol-min,0.009792313571514114,0.07461213130204844,0.09524883263650419
236,Chol-max,0.4202445726652091,0.6245983458716985,0.8435473124523739
237,OT-ICA,0.12955632264574876,0.25953759109153973,0.6109060862627116
237,FastICA,0.1262325201135825,0.26326546171582144,0.6105020181705961
237,Chol-min,0.011254618580076339,0.07966737797501514,0.07849296495008572
237,Chol-max,0.43254444748409254,0.6226365685337065,0.8295536923714881
238,OT-ICA,0.14211053963538142,0.24486537380510934,0.6130240865595092
238,FastICA,0.13745549904676804,0.24954282117828894,0.613001679774943
238,Chol-min,0.012363030566066786,0.07544589179181121,0.08572663604641491
238,Chol-max,0.42953684264837805,0.6326362797870274,0.832263394518972
239,OT-ICA,0.1140685625404558,0.21193591366583872,0.6739955237937055
239,FastICA,0.11331007036512011,0.2151412290610401,0.6715487005738399
239,Chol-min,0.010144109384525066,0.05025470446312921,0.13160137202130595
239,Chol-max,0.41923618835613585,0.5671513054066598,0.8865083583109804
240,OT-ICA,0.09685847400215247,0.21441611124774898,0.6887254147500985
240,FastICA,0.10382571665995857,0.1993282339621755,0.6968460493778659
240,Chol-min,0.008050456629013387,0.05418627073900738,0.12169821653284667
240,Chol-max,0.4258441232522189,0.5848609905078982,0.8818882598336758
241,OT-ICA,0.1380865641390864,0.22523864816157302,0.6366747876993406
241,FastICA,0.13446247670547531,0.23332892992409515,0.6322085933704296
241,Chol-min,0.01950384318925291,0.04873912249423392,0.10627305443101819
241,Chol-max,0.46551285052158053,0.5716310714436369,0.8603130134659628
242,OT-ICA,0.11018749304808113,0.2034845216447312,0.6863279853071876
242,FastICA,0.11988683638292875,0.19071580265928695,0.6893973609577844
242,Chol-min,0.010029265575287822,0.05985735940260642,0.11260451671601102
242,Chol-max,0.41309893076189197,0.6059592735886964,0.8681045709551636
243,OT-ICA,0.08945854016331478,0.22389817032324327,0.686643289513442
243,FastICA,0.08567996881552,0.20907901333133444,0.7052410178531456
243,Chol-min,0.00756062955864074,0.06325509604274944,0.12797393752557037
243,Chol-max,0.40984317204119786,0.5790964029471897,0.8749564761357714
244,OT-ICA,0.08622459182369646,0.21696141901703037,0.6968139891592731
244,FastICA,0.08244976831135178,0.22436823644107753,0.6931819952475706
244,Chol-min,0.003984688737568429,0.05969803808575896,0.1305683507707624
244,Chol-max,0.40121595575533947,0.5971265889427495,0.8879082168528993
245,OT-ICA,0.13882234526456397,0.241348910295163,0.6198287444402731
245,FastICA,0.1361958208100569,0.23354275701681937,0.6302614221731238
245,Chol-min,0.017825136287406187,0.05697367197879647,0.09590555455855883
245,Chol-max,0.4565194171974469,0.5692770055649177,0.8531608296297394
246,OT-ICA,0.07995867545678774,0.24832225187729431,0.6717190726659179
246,FastICA,0.08007512006647476,0.24142438856578305,0.6785004913677422
246,Chol-min,0.004084444378356657,0.07377922270627522,0.11826646062224717
246,Chol-max,0.38921956858267787,0.6096058039964138,0.8692339888851441
247,OT-ICA,0.12686010803696451,0.2509504459109928,0.6221894460520426
247,FastICA,0.13240172250537569,0.2501351168267641,0.6174631606678602
247,Chol-min,0.01584166450654555,0.05952031573990434,0.1011974865053994
247,Chol-max,0.4401893341117983,0.5736946929600696,0.8562574316713465
248,OT-ICA,0.1722609194965415,0.19717665434628262,0.6305624261571758
248,FastICA,0.1640056828194302,0.22312172623774207,0.6128725909428278
248,Chol-min,0.01846609847006445,0.05918602761374902,0.08891278008384487
248,Chol-max,0.4664903671128771,0.5731368191473033,0.845628999687739
249,OT-ICA,0.12663681674039137,0.2832326413091643,0.5901305419504443
249,FastICA,0.12059357438958172,0.26536146735045457,0.6140449582599636
249,Chol-min,0.01971708169023322,0.07490000786380445,0.07910300591949589
249,Chol-max,0.4554876056100025,0.5973351551328024,0.8189195487883673
250,OT-ICA,0.1495578597971361,0.20385792492116234,0.6465842152817015
250,FastICA,0.14170030692988658,0.18614486186152135,0.6721548312085921
250,Chol-min,0.016302019740742763,0.0565649696564862,0.1110086522361541
250,Chol-max,0.45315487012082767,0.5711349148975213,0.8582428589845933
251,OT-ICA,0.12759334088827087,0.24637769821710037,0.6260289608946288
251,FastICA,0.1281676876032992,0.23724984129400617,0.6345824711026946
251,Chol-min,0.015730042618182456,0.07667651205304005,0.08353066895463779
251,Chol-max,0.42841419248953244,0.5979355006029722,0.8303265941136007
252,OT-ICA,0.1085951637155412,0.2581631817409387,0.6332416545435201
252,FastICA,0.11065734830512686,0.24135686373179263,0.6479857879630806
252,Chol-min,0.014665427932297323,0.07149236301246525,0.08437007094607803
252,Chol-max,0.43684668621425266,0.610101759883974,0.8351375993904092
253,OT-ICA,0.1254119361876028,0.20890360522092355,0.6656844585914736
253,FastICA,0.12577046477875917,0.2107149778534251,0.6635145573678157
253,Chol-min,0.012018771241750888,0.049232440264607116,0.11825965115674263
253,Chol-max,0.4464428875980879,0.5725942912898202,0.8781525049854286
254,OT-ICA,0.12235802597174865,0.24933489676078543,0.6283070772674659
254,FastICA,0.12613718875257604,0.24196318178630685,0.6318996294611171
254,Chol-min,0.0230033471229522,0.05130765487834627,0.1054592313479142
254,Chol-max,0.4714719937961966,0.5538159959557047,0.8525884043557113
255,OT-ICA,0.12349377392057159,0.2946866740190141,0.5818195520604142
255,FastICA,0.12152031966094617,0.2970011424612855,0.5814785378777683
255,Chol-min,0.010292065238823098,0.08648395372793903,0.08241000964850832
255,Chol-max,0.42918303565599225,0.6321021651848822,0.8226273433572573
256,OT-ICA,0.14411423918464572,0.23579927876679768,0.6200864820485567
256,FastICA,0.13502193689596467,0.23195874768027164,0.6330193154237636
256,Chol-min,0.0216365552615211,0.07292874975902996,0.07308688623533054
256,Chol-max,0.4613024281229967,0.6073645923417446,0.8136000824392711
257,OT-ICA,0.13386204696911633,0.28646960868381055,0.579668344347073
257,FastICA,0.1375667085886654,0.26961766483681937,0.5928156265745153
257,Chol-min,0.010774192874262805,0.08912702696387954,0.07457108950614176
257,Chol-max,0.43236624304355786,0.6309570049550506,0.8165728290292511
258,OT-ICA,0.10925825142207969,0.23609169026698157,0.6546500583109387
258,FastICA,0.11429775702426734,0.24039080439443303,0.6453114385812997
258,Chol-min,0.009638120632849217,0.07183129658377647,0.10061458717350993
258,Chol-max,0.4221518191079053,0.6003398256085953,0.8518531514470316
259,OT-ICA,0.07238145622983823,0.24802691899563506,0.6795916247745267
259,FastICA,0.07662625962858062,0.2374908407272481,0.6858828996441713
259,Chol-min,0.009865488199286985,0.0581380536631486,0.11744999004946008
259,Chol-max,0.4301545198405535,0.5723612017223966,0.8734509446059494
260,OT-ICA,0.1616651136828986,0.2485792131696662,0.5897556731474352
260,FastICA,0.14874335012324963,0.26382369865862865,0.5874329512181218
260,Chol-min,0.015841292676548473,0.07712803083647926,0.07560703748382464
260,Chol-max,0.4461448148914794,0.6063861327122899,0.8230341496822625
261,OT-ICA,0.11026872122455955,0.1737812632510217,0.7159500155244188
261,FastICA,0.106184412000381,0.17276240328285597,0.721053184716763
261,Chol-min,0.0181335960223905,0.029019704088779196,0.14363354559363
261,Chol-max,0.4471561068893997,0.5390549393110524,0.901690262353348
262,OT-ICA,0.14482340087085477,0.21622845560893864,0.6389481435202067
262,FastICA,0.14290278062059505,0.21761938527101793,0.6394778341083871
262,Chol-min,0.013090716453824898,0.07684608817959038,0.09149057460119936
262,Chol-max,0.4176638627811677,0.6159733323356936,0.8351918140043738
263,OT-ICA,0.08399053029410163,0.18734556242431855,0.7286639072815798
263,FastICA,0.08131452633437275,0.18008656805407164,0.7385989056115557
263,Chol-min,0.011430879653442003,0.046952927536075974,0.12968349562732764
263,Chol-max,0.4369887250354117,0.5581204616584912,0.8867819607812093
264,OT-ICA,0.11595958567913371,0.3141345315678916,0.5699058827529747
264,FastICA,0.10895264487329961,0.3076097431194831,0.5834376120072173
264,Chol-min,0.004981617930995773,0.1053203469393201,0.07743386612714137
264,Chol-max,0.38870262517437326,0.6738913803667953,0.8131958357477779
265,OT-ICA,0.08700624765453724,0.25829765400792504,0.6546960983375377
265,FastICA,0.08899551866096422,0.24289542237815576,0.66810905896088
265,Chol-min,0.003035303004023774,0.0697258759799218,0.11450020332012133
265,Chol-max,0.39749895863598844,0.6098560682851533,0.876136509302277
266,OT-ICA,0.10467865975915269,0.2947960629266408,0.6005252773142066
266,FastICA,0.10636139525980108,0.28610928807033115,0.6075293166698678
266,Chol-min,0.007636242829676206,0.07744139590066329,0.08576155812777614
266,Chol-max,0.4062176421562305,0.65109242930117,0.8421329701013699
267,OT-ICA,0.0743698373729666,0.19830047721248306,0.7273296854145503
267,FastICA,0.08031829862591813,0.19173803963508718,0.7279436617389947
267,Chol-min,0.007604018568006868,0.05256211243755995,0.13613672943381222
267,Chol-max,0.4262910493182307,0.5718732375323092,0.8876199712024455
268,OT-ICA,0.09035579749952546,0.25452340538765794,0.6551207971128166
268,FastICA,0.09427098550245555,0.2244456750809189,0.6812833394166256
268,Chol-min,0.01122474847392234,0.05488146404781664,0.11251268512900475
268,Chol-max,0.42036878230756786,0.5661910131457945,0.8769191668483532
269,OT-ICA,0.10501837145529062,0.2630264424312571,0.6319551861134522
269,FastICA,0.10572872000328949,0.26447387992072113,0.6297974000759894
269,Chol-min,0.014932495957530689,0.07154505235962053,0.09315518729680795
269,Chol-max,0.4385291502712886,0.5996437891303386,0.8372625455540615
270,OT-ICA,0.14118503869139698,0.21993805636916428,0.6388769049394387
270,FastICA,0.13620070104201712,0.22102524277085367,0.6427740561871292
270,Chol-min,0.014684676201554284,0.05936418996764535,0.10393358552482808
270,Chol-max,0.4418853177477502,0.5785744765855265,0.8578129840219691
271,OT-ICA,0.09514402777439042,0.3177062505556379,0.5871497216699716
271,FastICA,0.09665593086343943,0.32090764262417315,0.5824364265123875
271,Chol-min,0.006522252040258836,0.08835798363540913,0.08965466412170739
271,Chol-max,0.389273792515186,0.641885999590886,0.8367512017017819
272,OT-ICA,0.12079529784274541,0.17691431805544217,0.7022903841018124
272,FastICA,0.11443347270955372,0.1766953962134903,0.708871131076956
272,Chol-min,0.017932338990240257,0.032123493090855416,0.13138332432197744
272,Chol-max,0.47859816713569414,0.5274073449349259,0.8938764106025738
273,OT-ICA,0.07587332180216545,0.24411569208003092,0.6800109861178035
273,FastICA,0.0768349363732446,0.24349069636216603,0.6796743672645894
273,Chol-min,0.0031095483225130026,0.0647549490757884,0.12643525624782392
273,Chol-max,0.38242102847378057,0.6166889974681976,0.8841539762784594
274,OT-ICA,0.08230971591058704,0.25998959737595784,0.6577006867134552
274,FastICA,0.09111451661196747,0.26450571277654233,0.6443797706114901
274,Chol-min,0.01237358582787813,0.0858495810503117,0.08366854837954221
274,Chol-max,0.40664542068791865,0.6604293333236199,0.8181847780187372
275,OT-ICA,0.07286850047494833,0.25771428771606664,0.669417211808985
275,FastICA,0.07636326041124576,0.2591122084980483,0.664524531090706
275,Chol-min,0.002635834542601637,0.08190695080659759,0.11466750099749973
275,Chol-max,0.3845441378127021,0.6398631421666723,0.8600607838950552
276,OT-ICA,0.15342823772834327,0.24935190779208857,0.5972198544795683
276,FastICA,0.1458207271804653,0.2551375319006593,0.5990417409188755
276,Chol-min,0.013273999446219226,0.0816840879473234,0.08124285027384846
276,Chol-max,0.4505358995461071,0.6245091771871587,0.8188459233737432
277,OT-ICA,0.14854105564067202,0.23020060471086637,0.6212583396484617
277,FastICA,0.1423366250074385,0.24427691153669887,0.6133864634558627
277,Chol-min,0.01614203353585156,0.047417136334034306,0.1172803636475242
277,Chol-max,0.46574862955593455,0.5510526933258478,0.872658226470026
278,OT-ICA,0.12926835991179325,0.21709747172822313,0.6536341683599837
278,FastICA,0.1224311833095675,0.20792234438066978,0.6696464723097628
278,Chol-min,0.008129520251239804,0.0683890705095479,0.10859595887855153
278,Chol-max,0.419493253037202,0.5963463993826907,0.8615747451427419
279,OT-ICA,0.12626831117868242,0.2899378708585074,0.58379381796281
279,FastICA,0.1210712276942948,0.2800071028650037,0.5989216694407016
279,Chol-min,0.009206946968208911,0.09066896560699793,0.07239809519775937
279,Chol-max,0.4229043500010107,0.6538972154419875,0.8154504151081252
280,OT-ICA,0.173659168979691,0.24203075423510712,0.584310076785202
280,FastICA,0.17302420205235614,0.24731064684300286,0.579665151104641
280,Chol-min,0.014574766138200964,0.09291120389743678,0.06493364833227418
280,Chol-max,0.45109673118224675,0.6284119303748594,0.798141347609726
281,OT-ICA,0.08776329257163482,0.30210365896061336,0.6101330484677518
281,FastICA,0.09536115106800551,0.30194728650713254,0.602691562424862
281,Chol-min,0.009036366199542895,0.09213227594446821,0.07336285631384354
281,Chol-max,0.4020670511676405,0.6521745725201261,0.8190040225655906
282,OT-ICA,0.0858232719152434,0.2241807609944542,0.6899959670903024
282,FastICA,0.08955477235953899,0.2303720900168406,0.6800731376236205
282,Chol-min,0.011317036186827788,0.04873344662875129,0.12520310495524736
282,Chol-max,0.42606557620665314,0.5577605476157478,0.8860683972974482
283,OT-ICA,0.11155372034335802,0.1591462324719464,0.7293000471846955
283,FastICA,0.12414934340596229,0.16263235640714974,0.7132183001868879
283,Chol-min,0.02118263416823393,0.03493959423577837,0.12232049253619195
283,Chol-max,0.4647774542625004,0.5320027697592502,0.8849134444113814
284,OT-ICA,0.11190428293420586,0.2586974046924867,0.6293983123733075
284,FastICA,0.1249929559722354,0.2608490532461933,0.6141579907815713
284,Chol-min,0.01769110594954677,0.06528865584696916,0.08656465133821795
284,Chol-max,0.44738675075138623,0.597298170756726,0.8379147633987545
285,OT-ICA,0.11728037567584239,0.23725751793121175,0.6454621063929459
285,FastICA,0.11717316430176236,0.2484533552853216,0.6343734804129161
285,Chol-min,0.011058074457089784,0.06843191967423522,0.0901635307416209
285,Chol-max,0.4301664525367574,0.6149461079436753,0.8478970937218434
286,OT-ICA,0.11001386668425557,0.28842202392439353,0.6015641093913509
286,FastICA,0.11649285607381914,0.2833307112693789,0.600176432656802
286,Chol-min,0.009302645145325883,0.0760317238327433,0.09829223667575371
286,Chol-max,0.42048768831398103,0.588736613677514,0.8494060370994341
287,OT-ICA,0.11951405587906765,0.2204861671847282,0.6599997769362042
287,FastICA,0.13121053652988263,0.20509435264743806,0.6636951108226793
287,Chol-min,0.020278548346488262,0.039228667818571636,0.11714983823406762
287,Chol-max,0.4791496553038436,0.5495697948557646,0.8747454155309622
288,OT-ICA,0.13825092703030614,0.30305897442895646,0.5586900985407375
288,FastICA,0.13199593577306556,0.3221120175687291,0.5458920466582053
288,Chol-min,0.01316456018675626,0.09410920915893763,0.08037774977760401
288,Chol-max,0.41531782558128416,0.6324537153026072,0.8095288962834478
289,OT-ICA,0.10377304588921137,0.23900896360316287,0.6572179905076257
289,FastICA,0.10327185637558155,0.24444225993873858,0.6522858836856799
289,Chol-min,0.013968019216127035,0.04657775353747446,0.12457375844749279
289,Chol-max,0.4481482394785706,0.5601201514945107,0.8798860795800916
290,OT-ICA,0.16722277161825802,0.26605801312325933,0.5667192152584827
290,FastICA,0.1689147455334675,0.2604073990467045,0.570677855419828
290,Chol-min,0.012604320361595122,0.08251169580170457,0.07650491284811231
290,Chol-max,0.437089373258433,0.6160212423926739,0.8230403602365051
291,OT-ICA,0.14739621863819002,0.2164060196596597,0.6361977617021503
291,FastICA,0.14742585457847365,0.23477066216266979,0.6178034832588566
291,Chol-min,0.012638352998308127,0.06927908485839238,0.09493077439683205
291,Chol-max,0.42602998559627786,0.6016211777111076,0.8470753205984486
292,OT-ICA,0.10736916488488298,0.1642078529999667,0.7284229821151503
292,FastICA,0.10199424803435066,0.16366886881821763,0.7343368831474317
292,Chol-min,0.010827444249677628,0.045526230595562434,0.1285631204958676
292,Chol-max,0.4598355935824566,0.5521417427875572,0.8874178913913018
293,OT-ICA,0.10005672720902956,0.21395082621980518,0.6859924465711653
293,FastICA,0.10304932835977565,0.21940767647256418,0.6775429951676601
293,Chol-min,0.010948995461897933,0.06053660091092006,0.11500199203946997
293,Chol-max,0.4509826332194717,0.5729031275100425,0.8642438239240484
294,OT-ICA,0.11938343709783952,0.26870483164436526,0.6119117312577953
294,FastICA,0.11793793123080351,0.27173023725879586,0.6103318315104007
294,Chol-min,0.00722161737320283,0.10801831824032575,0.07393230301550106
294,Chol-max,0.40098874237181503,0.6692331240470023,0.8012379085775234
295,OT-ICA,0.13214113637436392,0.187142434933369,0.6807164286922671
295,FastICA,0.13255360196148602,0.18258373615932608,0.6848626618791879
295,Chol-min,0.0077239369699416745,0.06441083490838585,0.10486261007128375
295,Chol-max,0.43602602876587043,0.5922621574831965,0.8652555408839655
296,OT-ICA,0.08925585495943462,0.2429769931880637,0.6677671518525018
296,FastICA,0.0874584836525501,0.2437000288782919,0.6688414874691581
296,Chol-min,0.006830784331018692,0.08150117246564209,0.10794387727662066
296,Chol-max,0.3953698291349227,0.6313537772526904,0.8467620523870719
297,OT-ICA,0.12963844897385146,0.16435033876532043,0.7060112122608281
297,FastICA,0.1282516844382663,0.16881767573775008,0.7029306398239835
297,Chol-min,0.024422369475184454,0.03310169067727447,0.12823417493142067
297,Chol-max,0.5008270533001191,0.5139108123919265,0.8796487574348267
298,OT-ICA,0.11092817927836168,0.21671001146266694,0.6723618092589714
298,FastICA,0.10801608433848939,0.21209771803129562,0.679886197630215
298,Chol-min,0.01233081901980392,0.05283685690607495,0.1051008200860919
298,Chol-max,0.43597007511042457,0.5742366503602032,0.873017699490879
299,OT-ICA,0.11521570363948958,0.24573748974758286,0.6390468066129276
299,FastICA,0.12772880586047533,0.2409639775026185,0.6313072166369061
299,Chol-min,0.009110952203492844,0.07353899928086666,0.0960630482892757
299,Chol-max,0.4208425205187795,0.62484727872329,0.8464536125295293
300,OT-ICA,0.12579111273325208,0.26061022247414073,0.6135986647926072
